date,fighter_a,fighter_b,result_numeric
2014-07-19,paddy holohan,josh sampo,1.0
2014-07-19,nikita krylov,cody donovan,1.0
2014-07-19,trevor smith,tor troeng,1.0
2014-07-19,cathal pendred,mike king,1.0
2014-07-19,neil seery,phil harris,1.0
2014-07-19,ilir latifi,chris dempsey,1.0
2014-07-19,norman parke,naoyuki kotani,1.0
2014-07-19,ian mccall,brad pickett,1.0
2014-07-19,gunnar nelson,zak cummings,1.0
2014-07-19,conor mcgregor,diego brandao,1.0
2014-07-26,noad lahat,steven siler,1.0
2014-07-26,joanna jedrzejczyk,juliana lima,1.0
2014-07-26,gilbert burns,andreas stahl,1.0
2014-07-26,tiago dos santos e silva,akbarh arreola,1.0
2014-07-26,tim means,hernani perpetuo,1.0
2014-07-26,patrick cummins,kyle kingsbury,1.0
2014-07-26,jorge masvidal,daron cruickshank,1.0
2014-07-26,king green,josh thomson,1.0
2014-07-26,dennis bermudez,clay guida,1.0
2014-07-26,anthony johnson,rogerio nogueira,1.0
2014-07-26,robbie lawler,matt brown,1.0
2014-08-16,frankie saenz,nolan ticman,1.0
2014-08-16,tom watson,sam alvey,1.0
2014-08-16,sara mcmann,lauren murphy,1.0
2014-08-16,jussier formiga,zach makovsky,1.0
2014-08-16,thiago tavares,robert peralta,1.0
2014-08-16,shawn jordan,jack may,1.0
2014-08-16,alan jouban,seth baczynski,1.0
2014-08-16,tim boetsch,brad tavares,1.0
2014-08-16,ross pearson,gray maynard,1.0
2014-08-16,ryan bader,ovince saint preux,1.0
2014-08-23,milana dudieva,elizabeth phillips,1.0
2014-08-23,royston wee,yao zhikui,1.0
2014-08-23,colby covington,anying wang,1.0
2014-08-23,yuta sasaki,roland delorme,1.0
2014-08-23,alberto mina,shinsho anzai,1.0
2014-08-23,sai wang,danny mitchell,1.0
2014-08-23,guangyou ning,jianping yang,1.0
2014-08-23,zhang lipeng,brendan o'reilly,1.0
2014-08-23,tyron woodley,dong hyun kim,1.0
2014-08-23,michael bisping,cung le,1.0
2014-08-23,wilson reis,joby sanchez,1.0
2014-08-23,ben saunders,chris heatherly,1.0
2014-08-23,matt hobar,aaron phillips,1.0
2014-08-23,beneil dariush,anthony rocco martin,1.0
2014-08-23,neil magny,alex garcia,1.0
2014-08-23,chas skelly,tom niinimaki,1.0
2014-08-23,james vick,valmir lazaro,1.0
2014-08-23,max holloway,clay collard,1.0
2014-08-23,thales leites,francis carmont,1.0
2014-08-23,jordan mein,mike pyle,1.0
2014-08-23,rafael dos anjos,benson henderson,1.0
2014-08-30,chris wade,cain carrizosa,1.0
2014-08-30,anthony hamilton,ruan potts,1.0
2014-08-30,derek brunson,lorenz larkin,1.0
2014-08-30,yancy medeiros,damon jackson,1.0
2014-08-30,diego ferreira,ramsey nijem,1.0
2014-08-30,bethe correia,shayna baszler,1.0
2014-08-30,tony ferguson,danny castillo,1.0
2014-08-30,tj dillashaw,joe soto,1.0
2014-09-05,chas skelly,sean soriano,1.0
2014-09-05,chris beal,tateki matsuda,1.0
2014-09-05,rafael natal,chris camozzi,1.0
2014-09-05,al iaquinta,rodrigo damm,1.0
2014-09-05,john moraga,justin scoggins,1.0
2014-09-05,joe lauzon,michael chiesa,1.0
2014-09-05,matt mitrione,derrick lewis,1.0
2014-09-05,ben rothwell,alistair overeem,1.0
2014-09-05,jacare souza,gegard mousasi,1.0
2014-09-13,rani yahya,johnny bedford,1.0
2014-09-13,sean spencer,paulo thiago,1.0
2014-09-13,francisco trinaldo,leandro silva,1.0
2014-09-13,george sullivan,igor araujo,1.0
2014-09-13,godofredo pepey,dashon johnson,1.0
2014-09-13,jessica andrade,larissa pacheco,1.0
2014-09-13,iuri alcantara,russell doane,1.0
2014-09-13,santiago ponzinibbio,wendell oliveira marques,1.0
2014-09-13,leonardo santos,efrain escudero,1.0
2014-09-13,gleison tibau,piotr hallmann,1.0
2014-09-13,andrei arlovski,antonio silva,1.0
2014-09-20,maximo blanco,dan hooker,1.0
2014-09-20,johnny case,kazuki tokudome,1.0
2014-09-20,kyung ho kang,michinori tanaka,1.0
2014-09-20,hyun gyu lim,takenori sato,1.0
2014-09-20,katsunori kikuno,sam sicilia,1.0
2014-09-20,masanori kanehara,alex caceres,1.0
2014-09-20,kyoji horiguchi,jon delos reyes,1.0
2014-09-20,kiichi kunimoto,richard walsh,1.0
2014-09-20,miesha tate,rin nakai,1.0
2014-09-20,yoshihiro akiyama,amir sadollah,1.0
2014-09-20,myles jury,takanori gomi,1.0
2014-09-20,mark hunt,roy nelson,1.0
2014-09-27,manvel gamburyan,cody gibson,1.0
2014-09-27,kevin lee,jon tuck,1.0
2014-09-27,brian ebersole,john howard,1.0
2014-09-27,stephen thompson,patrick cote,1.0
2014-09-27,jorge masvidal,james krause,1.0
2014-09-27,dominick cruz,takeya mizugaki,1.0
2014-09-27,cat zingano,amanda nunes,1.0
2014-09-27,yoel romero,tim kennedy,1.0
2014-09-27,conor mcgregor,dustin poirier,1.0
2014-09-27,donald cerrone,eddie alvarez,1.0
2014-09-27,demetrious johnson,chris cariaso,1.0
2014-10-04,zubaira tukhugov,ernest chavez,1.0
2014-10-04,mairbek taisumov,marcin bandel,1.0
2014-10-04,krzysztof jotko,tor troeng,1.0
2014-10-04,cathal pendred,gasan umalatov,1.0
2014-10-04,dennis siver,charles rosa,1.0
2014-10-04,nicholas musoke,alexander yakovlev,1.0
2014-10-04,magnus cedenblad,scott askham,1.0
2014-10-04,mike wilkinson,niklas backstrom,1.0
2014-10-04,jan blachowicz,ilir latifi,1.0
2014-10-04,max holloway,akira corassani,1.0
2014-10-04,rick story,gunnar nelson,1.0
2014-10-04,albert tumenov,matt dwyer,1.0
2014-10-04,chris kelades,paddy holohan,1.0
2014-10-04,paul felder,jason saggo,1.0
2014-10-04,olivier aubin-mercier,jake lindsey,1.0
2014-10-04,daron cruickshank,anthony njokuani,1.0
2014-10-04,mitch gagnon,roman salazar,1.0
2014-10-04,nordine taleb,li jingliang,1.0
2014-10-04,elias theodorou,bruno santos,1.0
2014-10-04,chad laprise,yosdenis cedeno,1.0
2014-10-04,raphael assuncao,bryan caraway,1.0
2014-10-04,rory macdonald,tarec saffiedine,1.0
2014-10-25,anthony rocco martin,fabricio camoes,1.0
2014-10-25,gilbert burns,christos giagos,1.0
2014-10-25,andre fili,felipe arantes,1.0
2014-10-25,wilson reis,scott jorgensen,1.0
2014-10-25,yan cabral,naoyuki kotani,1.0
2014-10-25,neil magny,william macario,1.0
2014-10-25,beneil dariush,diego ferreira,1.0
2014-10-25,darren elkins,lucas martins,1.0
2014-10-25,fabio maldonado,hans stringer,1.0
2014-10-25,phil davis,glover teixeira,1.0
2014-10-25,jose aldo,chad mendes,1.0
2014-11-07,marcus brimage,jumabieke tuerxun,1.0
2014-11-07,daniel kelly,luke zachrich,1.0
2014-11-07,chris clements,vik grujic,1.0
2014-11-07,louis smolka,richie vaculik,1.0
2014-11-07,sam alvey,dylan andrews,1.0
2014-11-07,anthony perosh,guto inocente,1.0
2014-11-07,jake matthews,vagner rocha,1.0
2014-11-07,soa palelei,walt harris,1.0
2014-11-07,robert whittaker,clint hester,1.0
2014-11-07,al iaquinta,ross pearson,1.0
2014-11-07,luke rockhold,michael bisping,1.0
2014-11-08,colby covington,wagner silva,1.0
2014-11-08,thomas almeida,tim gorman,1.0
2014-11-08,leandro silva,charlie brenneman,1.0
2014-11-08,caio magalhaes,trevor smith,1.0
2014-11-08,diego rivas,rodolfo rubio perez,1.0
2014-11-08,juliana lima,nina nunes,1.0
2014-11-08,dhiego lima,jorge de oliveira,1.0
2014-11-08,claudio silva,leon edwards,1.0
2014-11-08,warlley alves,alan jouban,1.0
2014-11-08,ovince saint preux,mauricio rua,1.0
2014-11-15,marco beltran,marlon vera,1.0
2014-11-15,henry briones,guido cannetti,1.0
2014-11-15,gabriel benitez,humberto brown morrison,1.0
2014-11-15,jessica eye,leslie smith,1.0
2014-11-15,alejandro perez,jose quinonez,1.0
2014-11-15,yair rodriguez,leonardo morales,1.0
2014-11-15,hector urbina,edgar garcia,1.0
2014-11-15,augusto montano,chris heatherly,1.0
2014-11-15,ricardo lamas,dennis bermudez,1.0
2014-11-15,kelvin gastelum,jake ellenberger,1.0
2014-11-15,fabricio werdum,mark hunt,1.0
2014-11-22,dooho choi,juan manuel puig,1.0
2014-11-22,paige vanzant,kailin curran,1.0
2014-11-22,akbarh arreola,yves edwards,1.0
2014-11-22,james vick,nick hein,1.0
2014-11-22,roger narvaez,luke barnatt,1.0
2014-11-22,ruslan magomedov,josh copeland,1.0
2014-11-22,matt wiman,isaac vallie-flagg,1.0
2014-11-22,joseph benavidez,dustin ortiz,1.0
2014-11-22,aleksei oleinik,jared rosholt,1.0
2014-11-22,chico camus,brad pickett,1.0
2014-11-22,edson barboza,king green,1.0
2014-11-22,frankie edgar,cub swanson,1.0
2014-12-06,clay collard,alex white,1.0
2014-12-06,sergio pettis,matt hobar,1.0
2014-12-06,raquel pennington,ashlee evans-smith,1.0
2014-12-06,corey anderson,justin jones,1.0
2014-12-06,josh samman,eddie gordon,1.0
2014-12-06,urijah faber,francisco rivera,1.0
2014-12-06,tony ferguson,abel trujillo,1.0
2014-12-06,todd duffee,anthony hamilton,1.0
2014-12-06,travis browne,brendan schaub,1.0
2014-12-06,anthony pettis,gilbert melendez,1.0
2014-12-06,robbie lawler,johny hendricks,1.0
2014-12-12,angela hill,emily kagan,1.0
2014-12-12,aisling daly,alex chambers,1.0
2014-12-12,tecia pennington,angela magana,1.0
2014-12-12,joanne wood,seo hee ham,1.0
2014-12-12,heather clark,bec rawlings,1.0
2014-12-12,felice herrig,lisa ellis,1.0
2014-12-12,jessica penne,randa markos,1.0
2014-12-12,yancy medeiros,joe proctor,1.0
2014-12-12,charles oliveira,jeremy stephens,1.0
2014-12-12,carla esparza,rose namajunas,1.0
2014-12-13,ian entwistle,anthony birchak,1.0
2014-12-13,henry cejudo,dustin kimura,1.0
2014-12-13,david michaud,garett whiteley,1.0
2014-12-13,bryan barberena,joe ellenberger,1.0
2014-12-13,drew dober,jamie varner,1.0
2014-12-13,ben saunders,joe riggs,1.0
2014-12-13,john moraga,willie gates,1.0
2014-12-13,joanna jedrzejczyk,claudia gadelha,1.0
2014-12-13,matt mitrione,gabriel gonzaga,1.0
2014-12-13,alistair overeem,stefan struve,1.0
2014-12-13,rafael dos anjos,nate diaz,1.0
2014-12-13,junior dos santos,stipe miocic,1.0
2014-12-20,vitor miranda,jake collier,1.0
2014-12-20,tim means,marcio alexandre junior,1.0
2014-12-20,leandro issa,yuta sasaki,1.0
2014-12-20,hacran dias,darren elkins,1.0
2014-12-20,renato moicano,tom niinimaki,1.0
2014-12-20,marcos rogerio de lima,igor pokrajac,1.0
2014-12-20,daniel sarafian,antonio dos santos,1.0
2014-12-20,erick silva,mike rhodes,1.0
2014-12-20,rashid magomedov,elias silverio,1.0
2014-12-20,patrick cummins,antonio carlos junior,1.0
2014-12-20,renan barao,mitch gagnon,1.0
2014-12-20,lyoto machida,cb dollaway,1.0
2015-01-03,marion reneau,alexis dufresne,1.0
2015-01-03,omari akhmedov,mats nilsson,1.0
2015-01-03,evan dunham,rodrigo damm,1.0
2015-01-03,shawn jordan,jared cannonier,1.0
2015-01-03,cody garbrandt,marcus brimage,1.0
2015-01-03,paul felder,danny castillo,1.0
2015-01-03,kyoji horiguchi,louis gaudinot,1.0
2015-01-03,brad tavares,nate marquardt,1.0
2015-01-03,donald cerrone,myles jury,1.0
2015-01-03,jon jones,daniel cormier,1.0
2015-01-18,joby sanchez,tateki matsuda,1.0
2015-01-18,sean o'connell,matt van buren,1.0
2015-01-18,charles rosa,sean soriano,1.0
2015-01-18,johnny case,frankie perez,1.0
2015-01-18,paddy holohan,shane howell,1.0
2015-01-18,chris wade,zhang lipeng,1.0
2015-01-18,lorenz larkin,john howard,1.0
2015-01-18,cathal pendred,sean spencer,1.0
2015-01-18,gleison tibau,norman parke,1.0
2015-01-18,uriah hall,ron stallings,1.0
2015-01-18,donald cerrone,benson henderson,1.0
2015-01-18,conor mcgregor,dennis siver,1.0
2015-01-24,neil seery,chris beal,1.0
2015-01-24,viktor pesta,konstantin erokhin,1.0
2015-01-24,mirsad bektic,paul redmond,1.0
2015-01-24,mairbek taisumov,anthony christodoulou,1.0
2015-01-24,nikita krylov,stanislav nedkov,1.0
2015-01-24,makwan amirkhani,andy ogle,1.0
2015-01-24,kenny robertson,sultan aliev,1.0
2015-01-24,albert tumenov,nicholas musoke,1.0
2015-01-24,sam sicilia,akira corassani,1.0
2015-01-24,ryan bader,phil davis,1.0
2015-01-24,gegard mousasi,dan henderson,1.0
2015-01-24,anthony johnson,alexander gustafsson,1.0
2015-01-31,thiago santos,andy enz,1.0
2015-01-31,ildemar alcantara,richardson moreira,1.0
2015-01-31,rafael natal,tom watson,1.0
2015-01-31,john lineker,ian mccall,1.0
2015-01-31,derek brunson,ed herman,1.0
2015-01-31,miesha tate,sara mcmann,1.0
2015-01-31,thiago alves,jordan mein,1.0
2015-01-31,thales leites,tim boetsch,1.0
2015-01-31,al iaquinta,joe lauzon,1.0
2015-01-31,tyron woodley,kelvin gastelum,1.0
2015-02-14,james moontasri,cody pfister,1.0
2015-02-14,zach makovsky,tim elliott,1.0
2015-02-14,chas skelly,jim alers,1.0
2015-02-14,efrain escudero,rodrigo de lima,1.0
2015-02-14,ray borg,chris kelades,1.0
2015-02-14,kevin lee,michel prazeres,1.0
2015-02-14,daniel kelly,patrick walsh,1.0
2015-02-14,neil magny,kiichi kunimoto,1.0
2015-02-14,max holloway,cole miller,1.0
2015-02-14,benson henderson,brandon thatch,1.0
2015-02-22,ivan jorge,josh shockley,1.0
2015-02-22,douglas silva de andrade,cody gibson,1.0
2015-02-22,mike de la torre,tiago dos santos e silva,1.0
2015-02-22,matt dwyer,william macario,1.0
2015-02-22,marion reneau,jessica andrade,1.0
2015-02-22,santiago ponzinibbio,sean strickland,1.0
2015-02-22,frankie saenz,iuri alcantara,1.0
2015-02-22,adriano martins,rustam khabilov,1.0
2015-02-22,sam alvey,cezar ferreira,1.0
2015-02-22,michael johnson,edson barboza,1.0
2015-02-22,frank mir,antonio silva,1.0
2015-02-28,masio fullen,alex torres,1.0
2015-02-28,valmir lazaro,james krause,1.0
2015-02-28,derrick lewis,ruan potts,1.0
2015-02-28,tim means,dhiego lima,1.0
2015-02-28,roan carneiro,mark munoz,1.0
2015-02-28,tony ferguson,gleison tibau,1.0
2015-02-28,alan jouban,richard walsh,1.0
2015-02-28,jake ellenberger,josh koscheck,1.0
2015-02-28,holly holm,raquel pennington,1.0
2015-02-28,ronda rousey,cat zingano,1.0
2015-03-14,germaine de randamie,larissa pacheco,1.0
2015-03-14,joe duffy,jake lindsey,1.0
2015-03-14,ryan benoit,sergio pettis,1.0
2015-03-14,jared rosholt,josh copeland,1.0
2015-03-14,beneil dariush,daron cruickshank,1.0
2015-03-14,elias theodorou,roger narvaez,1.0
2015-03-14,ross pearson,sam stout,1.0
2015-03-14,henry cejudo,chris cariaso,1.0
2015-03-14,alistair overeem,roy nelson,1.0
2015-03-14,johny hendricks,matt brown,1.0
2015-03-14,joanna jedrzejczyk,carla esparza,1.0
2015-03-14,rafael dos anjos,anthony pettis,1.0
2015-03-21,fredy serrano,bentley syler,1.0
2015-03-21,christos giagos,jorge de oliveira,1.0
2015-03-21,leonardo mafra,cain carrizosa,1.0
2015-03-21,edimilson souza,katsunori kikuno,1.0
2015-03-21,francisco trinaldo,akbarh arreola,1.0
2015-03-21,godofredo pepey,andre fili,1.0
2015-03-21,gilbert burns,alex oliveira,1.0
2015-03-21,amanda nunes,shayna baszler,1.0
2015-03-21,leonardo santos,anthony rocco martin,1.0
2015-03-21,erick silva,josh koscheck,1.0
2015-03-21,demian maia,ryan laflare,1.0
2015-04-04,ron stallings,justin jones,1.0
2015-04-04,timothy johnson,shamil abdurakhimov,1.0
2015-04-04,alexander yakovlev,gray maynard,1.0
2015-04-04,liz carmouche,lauren murphy,1.0
2015-04-04,dustin poirier,diego ferreira,1.0
2015-04-04,clay guida,robert peralta,1.0
2015-04-04,julianna pena,milana dudieva,1.0
2015-04-04,michael chiesa,mitch clarke,1.0
2015-04-04,al iaquinta,jorge masvidal,1.0
2015-04-04,chad mendes,ricardo lamas,1.0
2015-04-11,taylor lapilus,rocky lee,1.0
2015-04-11,stevie ray,marcin bandel,1.0
2015-04-11,aleksandra albu,izabela badurek,1.0
2015-04-11,anthony hamilton,daniel omielanczuk,1.0
2015-04-11,yaotzin meza,damian stasiak,1.0
2015-04-11,sergio moraes,mickael lebout,1.0
2015-04-11,bartosz fabinski,garreth mclellan,1.0
2015-04-11,leon edwards,seth baczynski,1.0
2015-04-11,maryna moroz,joanne wood,1.0
2015-04-11,pawel pawlak,sheldon westcott,1.0
2015-04-11,jimi manuwa,jan blachowicz,1.0
2015-04-11,mirko filipovic,gabriel gonzaga,1.0
2015-04-18,chris dempsey,eddie gordon,1.0
2015-04-18,diego brandao,jimy hettes,1.0
2015-04-18,tim means,george sullivan,1.0
2015-04-18,aljamain sterling,takeya mizugaki,1.0
2015-04-18,gian villante,corey anderson,1.0
2015-04-18,ovince saint preux,patrick cummins,1.0
2015-04-18,beneil dariush,jim miller,1.0
2015-04-18,paige vanzant,felice herrig,1.0
2015-04-18,max holloway,cub swanson,1.0
2015-04-18,jacare souza,chris camozzi,1.0
2015-04-18,luke rockhold,lyoto machida,1.0
2015-04-25,randa markos,aisling daly,1.0
2015-04-25,valerie letourneau,jessica rakoczy,1.0
2015-04-25,nordine taleb,chris clements,1.0
2015-04-25,olivier aubin-mercier,david michaud,1.0
2015-04-25,chad laprise,bryan barberena,1.0
2015-04-25,alexis davis,sarah kaufman,1.0
2015-04-25,patrick cote,joe riggs,1.0
2015-04-25,thomas almeida,yves jabouin,1.0
2015-04-25,john makdessi,shane campbell,1.0
2015-04-25,michael bisping,cb dollaway,1.0
2015-04-25,quinton jackson,fabio maldonado,1.0
2015-04-25,demetrious johnson,kyoji horiguchi,1.0
2015-05-09,ben nguyen,alptekin ozkilic,1.0
2015-05-09,brendan o'reilly,vik grujic,1.0
2015-05-09,alex chambers,kailin curran,1.0
2015-05-09,brad scott,dylan andrews,1.0
2015-05-09,bec rawlings,lisa ellis,1.0
2015-05-09,sam alvey,daniel kelly,1.0
2015-05-09,kyle noke,jonavin webb,1.0
2015-05-09,dan hooker,hatsu hioki,1.0
2015-05-09,james vick,jake matthews,1.0
2015-05-09,sean o'connell,anthony perosh,1.0
2015-05-09,robert whittaker,brad tavares,1.0
2015-05-09,stipe miocic,mark hunt,1.0
2015-05-16,yao zhikui,nolan ticman,1.0
2015-05-16,jon delos reyes,roldan sangcha'an,1.0
2015-05-16,guangyou ning,royston wee,1.0
2015-05-16,li jingliang,dhiego lima,1.0
2015-05-16,kajan johnson,zhang lipeng,1.0
2015-05-16,jon tuck,tae hyun bang,1.0
2015-05-16,levan makashvili,mark eddiva,1.0
2015-05-16,phillipe nover,yui chul nam,1.0
2015-05-16,neil magny,hyun gyu lim,1.0
2015-05-16,mark munoz,luke barnatt,1.0
2015-05-16,gegard mousasi,constantinos philippou,1.0
2015-05-16,frankie edgar,urijah faber,1.0
2015-05-23,justin scoggins,josh sampo,1.0
2015-05-23,islam makhachev,leo kuntz,1.0
2015-05-23,colby covington,mike pyle,1.0
2015-05-23,rafael natal,uriah hall,1.0
2015-05-23,dong hyun kim,joshua burkman,1.0
2015-05-23,john dodson,zach makovsky,1.0
2015-05-23,joseph benavidez,john moraga,1.0
2015-05-23,andrei arlovski,travis browne,1.0
2015-05-23,donald cerrone,john makdessi,1.0
2015-05-23,chris weidman,vitor belfort,1.0
2015-05-23,daniel cormier,anthony johnson,1.0
2015-05-30,tom breese,luiz dutra,1.0
2015-05-30,juliana lima,ericka almeida,1.0
2015-05-30,mirsad bektic,lucas martins,1.0
2015-05-30,nicolas dalby,elizeu zaleski dos santos,1.0
2015-05-30,jussier formiga,wilson reis,1.0
2015-05-30,darren till,wendell oliveira marques,1.0
2015-05-30,francisco trinaldo,norman parke,1.0
2015-05-30,francimar barroso,ryan jimmo,1.0
2015-05-30,alex oliveira,kj noons,1.0
2015-05-30,charles oliveira,nik lentz,1.0
2015-05-30,carlos condit,thiago alves,1.0
2015-06-06,jose quinonez,leonardo morales,1.0
2015-06-06,jake collier,ricardo abreu,1.0
2015-06-06,joe proctor,justin edwards,1.0
2015-06-06,chris wade,christos giagos,1.0
2015-06-06,omari akhmedov,brian ebersole,1.0
2015-06-06,shawn jordan,derrick lewis,1.0
2015-06-06,francisco rivera,alex caceres,1.0
2015-06-06,anthony birchak,joe soto,1.0
2015-06-06,brian ortega,thiago tavares,1.0
2015-06-06,dustin poirier,yancy medeiros,1.0
2015-06-06,ben rothwell,matt mitrione,1.0
2015-06-06,dan henderson,tim boetsch,1.0
2015-06-13,gabriel benitez,clay collard,1.0
2015-06-13,cathal pendred,augusto montano,1.0
2015-06-13,johnny case,francisco trevino,1.0
2015-06-13,patrick williams,alejandro perez,1.0
2015-06-13,efrain escudero,drew dober,1.0
2015-06-13,henry cejudo,chico camus,1.0
2015-06-13,tecia pennington,angela hill,1.0
2015-06-13,yair rodriguez,charles rosa,1.0
2015-06-13,kelvin gastelum,nate marquardt,1.0
2015-06-13,eddie alvarez,gilbert melendez,1.0
2015-06-13,fabricio werdum,cain velasquez,1.0
2015-06-20,taylor lapilus,yuta sasaki,1.0
2015-06-20,magomed mustafaev,piotr hallmann,1.0
2015-06-20,scott askham,antonio dos santos,1.0
2015-06-20,noad lahat,niklas backstrom,1.0
2015-06-20,arnold allen,alan omer,1.0
2015-06-20,mairbek taisumov,alan patrick,1.0
2015-06-20,makwan amirkhani,masio fullen,1.0
2015-06-20,nick hein,lukasz sajewski,1.0
2015-06-20,peter sobotta,steve kennedy,1.0
2015-06-20,tatsuya kawajiri,dennis siver,1.0
2015-06-20,joanna jedrzejczyk,jessica penne,1.0
2015-06-27,sirwan kakai,danny martinez,1.0
2015-06-27,tony sims,steve montgomery,1.0
2015-06-27,leandro silva,lewis gonzalez,1.0
2015-06-27,alex oliveira,joe merritt,1.0
2015-06-27,hacran dias,levan makashvili,1.0
2015-06-27,thiago santos,steve bosse,1.0
2015-06-27,antonio carlos junior,eddie gordon,1.0
2015-06-27,lorenz larkin,santiago ponzinibbio,1.0
2015-06-27,yoel romero,lyoto machida,1.0
2015-07-11,cody pfister,yosdenis cedeno,1.0
2015-07-11,louis smolka,neil seery,1.0
2015-07-11,cody garbrandt,henry briones,1.0
2015-07-11,john howard,cathal pendred,1.0
2015-07-11,alex garcia,mike swick,1.0
2015-07-11,matt brown,tim means,1.0
2015-07-11,thomas almeida,brad pickett,1.0
2015-07-11,gunnar nelson,brandon thatch,1.0
2015-07-11,jeremy stephens,dennis bermudez,1.0
2015-07-11,robbie lawler,rory macdonald,1.0
2015-07-11,conor mcgregor,chad mendes,1.0
2015-07-12,willie gates,darrell montague,1.0
2015-07-12,george sullivan,dominic waters,1.0
2015-07-12,trevor smith,dan miller,1.0
2015-07-12,jerrod sanders,russell doane,1.0
2015-07-12,josh samman,caio magalhaes,1.0
2015-07-12,maximo blanco,mike de la torre,1.0
